2.338100000000000023e+02,0.000000000000000000e+00,9.457999999999999829e+01,1.978900000000000000e+05,4.567000000000000171e+00,9.470399999999999636e+02,8.521599999999998545e+02,1.000000000000000000e+02,3.455653712000000155e+01
1.946800000000000068e+02,0.000000000000000000e+00,1.005199999999999960e+02,1.701700000000000000e+05,7.480000000000000426e+00,9.980000000000000000e+02,9.017999999999999545e+02,2.800000000000000000e+01,3.726617780000000124e+01
2.750699999999999932e+02,0.000000000000000000e+00,1.213499999999999943e+02,1.594800000000000000e+05,9.900000000000000355e+00,1.053599999999999909e+03,7.775000000000000000e+02,3.000000000000000000e+00,2.380071152000000012e+01
2.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+05,0.000000000000000000e+00,9.132000000000000455e+02,8.952999999999998408e+02,7.000000000000000000e+00,1.459689639599999822e+01
3.100000000000000000e+02,1.430000000000000000e+02,0.000000000000000000e+00,1.680000000000000000e+05,1.000000000000000000e+01,9.140000000000000000e+02,8.040000000000000000e+02,2.800000000000000000e+01,4.529857319999999987e+01
1.820399999999999920e+02,4.521000000000000085e+01,1.219699999999999989e+02,1.702100000000000000e+05,8.189999999999995950e+00,1.059400000000000091e+03,7.806499999999998636e+02,2.800000000000000000e+01,3.126773659999999921e+01
2.120000000000000000e+02,0.000000000000000000e+00,1.247800000000000011e+02,1.590000000000000000e+05,7.839999999999999858e+00,1.085400000000000091e+03,7.995399999999998499e+02,3.000000000000000000e+00,1.951906556000000137e+01
3.391999999999999886e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.857000000000000000e+05,0.000000000000000000e+00,1.069200000000000045e+03,7.542999999999998408e+02,7.000000000000000000e+00,2.117932376799999972e+01
4.910000000000000000e+02,2.600000000000000000e+01,1.230000000000000000e+02,2.010000000000000000e+05,3.930000000000000160e+00,8.220000000000000000e+02,6.990000000000000000e+02,2.800000000000000000e+01,5.791598400000000169e+01
1.530000000000000000e+02,1.020000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+05,0.000000000000000000e+00,8.880000000000000000e+02,9.431000000000000227e+02,9.000000000000000000e+01,2.632281472800000088e+01
5.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+05,6.860000000000000320e+00,9.200000000000000000e+02,7.200000000000000000e+02,2.800000000000000000e+01,5.683350667999999928e+01
1.465000000000000000e+02,1.145999999999999943e+02,8.929999999999998295e+01,2.019000000000000000e+05,8.800000000000000711e+00,8.600000000000000000e+02,8.295000000000000000e+02,2.800000000000000000e+01,1.998790924000000047e+01
2.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.810000000000000000e+05,0.000000000000000000e+00,1.113000000000000000e+03,8.330000000000000000e+02,7.000000000000000000e+00,1.116951119999999875e+01
4.240000000000000000e+02,2.200000000000000000e+01,1.320000000000000000e+02,1.780000000000000000e+05,8.480000000000000426e+00,8.220000000000000000e+02,7.500000000000000000e+02,7.000000000000000000e+00,3.900464228472931438e+01
2.518100000000000023e+02,0.000000000000000000e+00,9.993999999999999773e+01,1.461400000000000000e+05,1.234999999999999964e+01,1.006000000000000000e+03,8.997599999999999909e+02,3.000000000000000000e+00,2.102212323999999910e+01
2.490999999999999943e+02,0.000000000000000000e+00,9.875000000000000000e+01,1.581100000000000000e+05,1.280000000000000071e+01,9.877599999999999909e+02,8.890099999999999909e+02,1.400000000000000000e+01,2.868220159999999908e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884500000000000000e+05,5.750000000000000000e+00,1.028400000000000091e+03,7.577300000000000182e+02,2.800000000000000000e+01,2.965436276000000149e+01
2.750699999999999932e+02,0.000000000000000000e+00,1.213499999999999943e+02,1.594800000000000000e+05,9.900000000000000355e+00,1.053599999999999909e+03,7.775000000000000000e+02,5.600000000000000000e+01,5.684729620000000239e+01
1.735399999999999920e+02,5.004999999999999716e+01,1.735300000000000011e+02,1.647700000000000000e+05,6.469999999999999751e+00,1.006200000000000045e+03,7.935000000000000000e+02,2.800000000000000000e+01,3.820386515999999943e+01
3.626000000000000227e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.649000000000000000e+05,1.159999999999999964e+01,9.447000000000000455e+02,7.557999999999998408e+02,2.800000000000000000e+01,7.129871315999999126e+01
2.188499999999999943e+02,0.000000000000000000e+00,1.241299999999999955e+02,1.584900000000000000e+05,1.133000000000000007e+01,1.078700000000000045e+03,7.949099999999998545e+02,5.600000000000000000e+01,3.726617780000000124e+01
1.530999999999999943e+02,1.450000000000000000e+02,1.130000000000000000e+02,1.785000000000000000e+05,8.000000000000000000e+00,1.001899999999999977e+03,6.887000000000000455e+02,2.800000000000000000e+01,2.555956479600000009e+01
1.450000000000000000e+02,1.160000000000000000e+02,1.190000000000000000e+02,1.840000000000000000e+05,5.700000000000000178e+00,8.330000000000000000e+02,8.800000000000000000e+02,2.800000000000000000e+01,2.915794003999999973e+01
4.750000000000000000e+02,0.000000000000000000e+00,5.900000000000000000e+01,1.420000000000000000e+05,1.899999999999999911e+00,1.098000000000000000e+03,6.410000000000000000e+02,2.800000000000000000e+01,5.722650800000000260e+01
2.490999999999999943e+02,0.000000000000000000e+00,9.875000000000000000e+01,1.581100000000000000e+05,1.280000000000000071e+01,9.877599999999999909e+02,8.890099999999999909e+02,3.000000000000000000e+00,1.536152527999999862e+01
1.620000000000000000e+02,2.070000000000000000e+02,1.720000000000000000e+02,2.160000000000000000e+05,1.000000000000000000e+01,8.220000000000000000e+02,6.380000000000000000e+02,2.800000000000000000e+01,3.984481803999999983e+01
2.550000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+05,0.000000000000000000e+00,8.897999999999998408e+02,9.450000000000000000e+02,2.800000000000000000e+01,1.874616296399999982e+01
1.813799999999999955e+02,0.000000000000000000e+00,1.670099999999999909e+02,1.695900000000000000e+05,7.559999999999998721e+00,1.055599999999999909e+03,7.777999999999998408e+02,2.800000000000000000e+01,2.777209327999999999e+01
4.250000000000000000e+02,1.062999999999999972e+02,0.000000000000000000e+00,1.535000000000000000e+05,1.650000000000000000e+01,8.521000000000000227e+02,8.871000000000000227e+02,7.000000000000000000e+00,4.920100735999999841e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884500000000000000e+05,5.750000000000000000e+00,1.028400000000000091e+03,7.577300000000000182e+02,5.600000000000000000e+01,3.696970311999999836e+01
1.395999999999999943e+02,2.094000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+05,0.000000000000000000e+00,1.047000000000000000e+03,8.068999999999998636e+02,2.800000000000000000e+01,2.823748957999999831e+01
2.000000000000000000e+02,1.330000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+05,0.000000000000000000e+00,9.653999999999999773e+02,8.062000000000000455e+02,2.800000000000000000e+01,3.043967592399999589e+01
3.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+05,0.000000000000000000e+00,9.660000000000000000e+02,7.630000000000000000e+02,1.400000000000000000e+01,2.792377799999999866e+01
1.550000000000000000e+02,0.000000000000000000e+00,1.430000000000000000e+02,1.930000000000000000e+05,9.000000000000000000e+00,1.047000000000000000e+03,6.970000000000000000e+02,2.800000000000000000e+01,1.245883131999999982e+01
3.330000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+05,0.000000000000000000e+00,9.312000000000000455e+02,8.426000000000000227e+02,3.000000000000000000e+00,1.561594192399999947e+01
1.530000000000000000e+02,1.020000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+05,0.000000000000000000e+00,8.880000000000000000e+02,9.431000000000000227e+02,7.000000000000000000e+00,8.374375496000000751e+00
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884500000000000000e+05,6.349999999999999645e+00,1.028400000000000091e+03,7.577300000000000182e+02,2.800000000000000000e+01,3.266047812000000050e+01
3.800000000000000000e+02,9.500000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+05,0.000000000000000000e+00,9.320000000000000000e+02,5.940000000000000000e+02,3.650000000000000000e+02,4.369829940399999657e+01
3.100000000000000000e+02,1.430000000000000000e+02,1.110000000000000000e+02,1.680000000000000000e+05,2.200000000000000000e+01,9.140000000000000000e+02,6.510000000000000000e+02,2.800000000000000000e+01,3.368779735999999758e+01
1.396999999999999886e+02,1.639000000000000057e+02,1.277000000000000028e+02,2.367000000000000000e+05,5.799999999999999822e+00,8.686000000000000227e+02,6.556000000000000227e+02,2.800000000000000000e+01,3.522532883999999598e+01
2.125699999999999932e+02,0.000000000000000000e+00,1.003900000000000006e+02,1.593500000000000000e+05,1.036999999999999922e+01,1.003799999999999955e+03,9.037899999999999636e+02,2.800000000000000000e+01,3.740407299999999680e+01
1.530999999999999943e+02,1.450000000000000000e+02,1.130000000000000000e+02,1.785000000000000000e+05,8.000000000000000000e+00,8.672000000000000455e+02,8.240000000000000000e+02,2.800000000000000000e+01,2.623318284799999844e+01
2.135000000000000000e+02,0.000000000000000000e+00,1.742400000000000091e+02,1.546100000000000000e+05,1.166000000000000014e+01,1.052299999999999955e+03,7.754800000000000182e+02,1.000000000000000000e+02,5.930183076000000142e+01
4.750000000000000000e+02,1.187999999999999972e+02,0.000000000000000000e+00,1.811000000000000000e+05,8.900000000000000355e+00,8.521000000000000227e+02,7.815000000000000000e+02,5.600000000000000000e+01,7.229845335999998213e+01
1.530000000000000000e+02,1.450000000000000000e+02,1.130000000000000000e+02,1.780000000000000000e+05,8.000000000000000000e+00,1.002000000000000000e+03,6.890000000000000000e+02,2.800000000000000000e+01,2.555887531999999851e+01
1.679499999999999886e+02,4.207999999999999829e+01,1.638300000000000125e+02,1.217500000000000000e+05,5.719999999999999751e+00,1.058700000000000045e+03,7.801100000000000136e+02,5.600000000000000000e+01,3.285353140000000138e+01
2.380500000000000114e+02,0.000000000000000000e+00,9.410999999999999943e+01,1.866600000000000000e+05,7.000000000000000000e+00,9.499099999999999682e+02,8.470099999999999909e+02,5.600000000000000000e+01,3.958971191999999917e+01
2.863000000000000114e+02,2.009000000000000057e+02,0.000000000000000000e+00,1.447000000000000000e+05,1.119999999999999929e+01,1.004600000000000023e+03,8.037000000000000455e+02,2.800000000000000000e+01,6.769964844000000426e+01
4.910000000000000000e+02,2.600000000000000000e+01,1.230000000000000000e+02,2.100000000000000000e+05,3.930000000000000160e+00,8.820000000000000000e+02,6.990000000000000000e+02,7.000000000000000000e+00,3.348883428472931456e+01
1.500000000000000000e+02,2.368000000000000114e+02,0.000000000000000000e+00,1.738000000000000000e+05,1.190000000000000036e+01,1.069299999999999955e+03,6.747999999999999545e+02,2.800000000000000000e+01,3.743165204000000301e+01
1.906800000000000068e+02,0.000000000000000000e+00,1.254000000000000057e+02,1.621400000000000000e+05,7.769999999999998685e+00,1.090000000000000000e+03,8.040099999999999909e+02,1.000000000000000000e+02,4.056876783999999958e+01
1.601999999999999886e+02,1.880000000000000000e+02,1.464000000000000057e+02,2.032000000000000000e+05,1.130000000000000071e+01,8.287000000000000455e+02,7.097000000000000455e+02,2.800000000000000000e+01,3.531427124399999684e+01
3.590000000000000000e+02,1.900000000000000000e+01,1.410000000000000000e+02,1.540000000000000000e+05,1.091000000000000014e+01,9.420000000000000000e+02,8.010000000000000000e+02,2.800000000000000000e+01,6.293536928000000330e+01
2.863000000000000114e+02,2.009000000000000057e+02,0.000000000000000000e+00,1.447000000000000000e+05,1.119999999999999929e+01,1.004600000000000023e+03,8.037000000000000455e+02,5.600000000000000000e+01,7.299482412000000409e+01
2.518100000000000023e+02,0.000000000000000000e+00,9.993999999999999773e+01,1.461400000000000000e+05,1.234999999999999964e+01,1.006000000000000000e+03,8.997599999999999909e+02,5.600000000000000000e+01,4.414025352000000169e+01
3.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+05,0.000000000000000000e+00,1.069000000000000000e+03,7.540000000000000000e+02,2.800000000000000000e+01,3.184000168000000031e+01
2.280000000000000000e+02,3.421000000000000227e+02,0.000000000000000000e+00,1.857000000000000000e+05,0.000000000000000000e+00,9.557999999999999545e+02,6.742999999999999545e+02,7.000000000000000000e+00,2.191706308799999903e+01
1.580000000000000000e+02,0.000000000000000000e+00,1.950000000000000000e+02,2.200000000000000000e+05,1.100000000000000000e+01,8.980000000000000000e+02,7.130000000000000000e+02,2.800000000000000000e+01,8.535712880000000169e+00
3.740000000000000000e+02,1.891999999999999886e+02,0.000000000000000000e+00,1.701000000000000000e+05,1.009999999999999964e+01,9.261000000000000227e+02,7.567000000000000455e+02,2.800000000000000000e+01,6.109446836000000047e+01
2.208000000000000114e+02,1.471999999999999886e+02,0.000000000000000000e+00,1.857000000000000000e+05,0.000000000000000000e+00,1.055000000000000000e+03,7.442999999999998408e+02,7.000000000000000000e+00,1.308901238400000011e+01
4.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.280000000000000000e+05,0.000000000000000000e+00,9.320000000000000000e+02,5.940000000000000000e+02,1.800000000000000000e+02,4.262064841600000165e+01
1.395999999999999943e+02,2.094000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+05,0.000000000000000000e+00,1.047000000000000000e+03,8.068999999999998636e+02,3.000000000000000000e+00,8.063421820000000295e+00
2.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.910000000000000000e+05,0.000000000000000000e+00,9.680000000000000000e+02,8.560000000000000000e+02,3.600000000000000000e+02,3.370158688000000069e+01
3.740000000000000000e+02,1.891999999999999886e+02,0.000000000000000000e+00,1.701000000000000000e+05,1.009999999999999964e+01,9.261000000000000227e+02,7.567000000000000455e+02,5.600000000000000000e+01,6.339731820000000084e+01
1.530000000000000000e+02,2.390000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+05,6.000000000000000000e+00,1.002000000000000000e+03,6.840000000000000000e+02,2.800000000000000000e+01,2.685509019999999936e+01
1.400000000000000000e+02,1.640000000000000000e+02,1.280000000000000000e+02,2.370000000000000000e+05,6.000000000000000000e+00,8.690000000000000000e+02,6.560000000000000000e+02,2.800000000000000000e+01,3.522532883999999598e+01
3.128999999999999773e+02,1.605000000000000000e+02,0.000000000000000000e+00,1.776000000000000000e+05,9.599999999999999645e+00,9.166000000000000227e+02,7.595000000000000000e+02,2.800000000000000000e+01,5.244637089199999735e+01
4.018000000000000114e+02,9.470000000000000284e+01,0.000000000000000000e+00,1.474000000000000000e+05,1.140000000000000036e+01,9.467999999999999545e+02,8.521000000000000227e+02,9.100000000000000000e+01,7.549762199999996426e+01
2.550000000000000000e+02,9.900000000000000000e+01,7.700000000000000000e+01,1.890000000000000000e+05,6.000000000000000000e+00,9.190000000000000000e+02,7.490000000000000000e+02,2.800000000000000000e+01,3.379811352000000113e+01
4.460000000000000000e+02,2.400000000000000000e+01,7.900000000000000000e+01,1.620000000000000000e+05,1.164000000000000057e+01,9.670000000000000000e+02,7.120000000000000000e+02,3.000000000000000000e+00,2.502108404000000164e+01
2.120000000000000000e+02,0.000000000000000000e+00,1.247800000000000011e+02,1.590000000000000000e+05,7.839999999999999858e+00,1.085400000000000091e+03,7.995399999999998499e+02,1.400000000000000000e+01,3.135047372000000010e+01
